"","genus_species","Family","mating_system"
"1822","Erysimum popovii","Brassicaceae","sc"
"1823","Erysimum repandum","Brassicaceae","sc"
"1824","Erysimum teretifolium","Brassicaceae","si"
"1825","Erythrina caffra","Fabaceae","sc"
"1826","Erythrina chiapasana","Fabaceae","sc"
"1827","Erythrina crista-galli","Fabaceae","sc"
"1828","Erythrina cubensis","Fabaceae","na"
"1829","Erythrina falcata","Fabaceae","si"
"1830","Erythrina fusca","Fabaceae","na"
"1831","Erythrina goldmanii","Fabaceae","sc"
"1832","Erythrina guatemalensis","Fabaceae","sc"
"1833","Erythrina humeana","Fabaceae","sc"
"1834","Erythrina latissima","Fabaceae","sc"
"1835","Erythrina leptorhiza","Fabaceae","sc"
"1836","Erythrina mitis","Fabaceae","si"
"1837","Erythrina pallida","Fabaceae","sc"
"1838","Erythrina poeppigiana","Fabaceae","si"
"1839","Erythrina senegalensis","Fabaceae","si"
"1840","Erythrina speciosa","Fabaceae","si"
"1841","Erythrina stricta","Fabaceae","si"
"1842","Erythrina suberosa","Fabaceae","sc"
"1843","Erythrina tahitensis","Fabaceae","na"
"1844","Erythrina variegata","Fabaceae","na"
"1846","Erythrina velutina","Fabaceae","sc"
"1847","Erythronium grandiflorum","Liliaceae","sc"
"1848","Erythrophleum suaveolens","Fabaceae","sc"
"1849","Erythroxylum orinocense","Erythroxylaceae","na"
"1850","Erythroxylum undulatum","Erythroxylaceae","na"
"1851","Escallonia bifida","Escalloniaceae","si"
"1852","Escallonia laevis","Escalloniaceae","si"
"1853","Espeletia batata","Asteraceae","si"
"1854","Espeletia grandiflora","Asteraceae","si"
"1856","Espeletia lindenii","Asteraceae","si"
"1857","Espeletia schultzii","Asteraceae","si"
"1858","Espeletia semiglobulata","Asteraceae","si"
"1859","Espeletiopsis angustifolia","Asteraceae","si"
"1860","Esterhazya eitenorum","Orobanchaceae","sc"
"1861","Eucalyptus albens","Myrtaceae","sc"
"1862","Eucalyptus argutifolia","Myrtaceae","sc"
"1863","Eucalyptus benthamii","Myrtaceae","sc"
"1864","Eucalyptus caesia","Myrtaceae","sc"
"1865","Eucalyptus camaldulensis","Myrtaceae","sc"
"1866","Eucalyptus cladocalyx","Myrtaceae","na"
"1867","Eucalyptus globulus","Myrtaceae","na"
"1868","Eucalyptus grandis","Myrtaceae","na"
"1870","Eucalyptus leucoxylon","Myrtaceae","sc"
"1871","Eucalyptus marginata","Myrtaceae","sc"
"1872","Eucalyptus microtheca","Myrtaceae","sc"
"1873","Eucalyptus obliqua","Myrtaceae","sc"
"1874","Eucalyptus rameliana","Myrtaceae","sc"
"1875","Eucalyptus regnans","Myrtaceae","sc"
"1876","Eucalyptus stoatei","Myrtaceae","si"
"1877","Eucalyptus urophylla","Myrtaceae","si"
"1878","Eucomis regia","Asparagaceae","si"
"1879","Eugenia biflora","Myrtaceae","na"
"1880","Eugenia dysenterica","Myrtaceae","na"
"1881","Eulobus californicus","Onagraceae","si"
"1882","Eulobus crassifolius","Onagraceae","sc"
"1883","Eulophia zollingeri","Orchidaceae","sc"
"1884","Eupatorium cannabinum","Asteraceae","si"
"1885","Eupatorium perfoliatum","Asteraceae","sc"
"1886","Eupatorium purpureum","Asteraceae","si"
"1887","Eupatorium resinosum","Asteraceae","si"
"1889","Euphorbia telephioides","Euphorbiaceae","na"
"1890","Euphorbia tithymaloides","Euphorbiaceae","sc"
"1891","Eurybia furcata","Asteraceae","si"
"1892","Eurybia sibirica","Asteraceae","sc"
"1893","Euterpe edulis","Arecaceae","na"
"1894","Euterpe precatoria","Arecaceae","na"
"1895","Euthamia graminifolia","Asteraceae","si"
"1897","Eutrema halophilum","Brassicaceae","sc"
"1898","Exochaenium oliganthum","Gentianaceae","sc"
"1899","Fagonia rangei","Zygophyllaceae","sc"
"1900","Fagopyrum esculentum","Polygonaceae","sc"
"1901","Fagopyrum tataricum","Polygonaceae","sc"
"1902","Fagus crenata","Fagaceae","si"
"1903","Fagus sylvatica","Fagaceae","si"
"1904","Faidherbia albida","Fabaceae","si"
"1905","Festuca ovina","Poaceae","si"
"1906","Festuca pratensis","Poaceae","si"
"1907","Ficus insipida","Moraceae","si"
"1908","Ficus pumila","Moraceae","si"
"1909","Filipendula ulmaria","Rosaceae","sc"
"1911","Flaveria angustifolia","Asteraceae","si"
"1913","Flaveria anomala","Asteraceae","si"
"1914","Flaveria bidentis","Asteraceae","sc"
"1915","Flaveria brownii","Asteraceae","si"
"1916","Flaveria campestris","Asteraceae","sc"
"1917","Flaveria chlorifolia","Asteraceae","si"
"1918","Flaveria cronquistii","Asteraceae","si"
"1919","Flaveria floridana","Asteraceae","si"
"1920","Flaveria linearis","Asteraceae","si"
"1921","Flaveria mcdougallii","Asteraceae","si"
"1922","Flaveria oppositifolia","Asteraceae","si"
"1923","Flaveria palmeri","Asteraceae","si"
"1926","Flaveria pringlei","Asteraceae","si"
"1927","Flaveria pubescens","Asteraceae","si"
"1928","Flaveria ramosissima","Asteraceae","si"
"1929","Flaveria robusta","Asteraceae","si"
"1930","Flaveria sonorensis","Asteraceae","si"
"1931","Flaveria trinervia","Asteraceae","sc"
"1932","Flaveria vaginata","Asteraceae","si"
"1933","Fleischmannia purpusii","Asteraceae","si"
"1934","Flemingia lineata","Fabaceae","sc"
"1936","Flourensia cernua","Asteraceae","na"
"1937","Fontainea picrosperma","Euphorbiaceae","si"
"1938","Fragaria nilgerrensis","Rosaceae","sc"
"1939","Fragaria vesca","Rosaceae","sc"
"1946","Franklinia alatamaha","Theaceae","si"
"1947","Fraxinus excelsior","Oleaceae","si"
"1948","Fraxinus lanuginosa","Oleaceae","si"
"1949","Fraxinus ornus","Oleaceae","sc"
"1950","Freycinetia arborea","Pandanaceae","si"
"1951","Freycinetia reineckei","Pandanaceae","si"
"1952","Fritillaria maximowiczii","Liliaceae","sc"
"1953","Fritillaria meleagris","Liliaceae","sc"
"1954","Fuchsia andrei","Onagraceae","sc"
"1955","Fuchsia arborescens","Onagraceae","sc"
"1956","Fuchsia bracelinae","Onagraceae","sc"
"1957","Fuchsia brevilobis","Onagraceae","sc"
"1958","Fuchsia coccinea","Onagraceae","sc"
"1959","Fuchsia colensoi","Onagraceae","sc"
"1960","Fuchsia cyrtandroides","Onagraceae","sc"
"1961","Fuchsia decussata","Onagraceae","sc"
"1962","Fuchsia denticulata","Onagraceae","sc"
"1963","Fuchsia excorticata","Onagraceae","sc"
"1964","Fuchsia fulgens","Onagraceae","sc"
"1965","Fuchsia glazioviana","Onagraceae","sc"
"1966","Fuchsia hartwegii","Onagraceae","sc"
"1967","Fuchsia hatschbachii","Onagraceae","sc"
"1968","Fuchsia inflata","Onagraceae","sc"
"1969","Fuchsia insignis","Onagraceae","sc"
"1970","Fuchsia jimenezii","Onagraceae","sc"
"1971","Fuchsia lycioides","Onagraceae","sc"
"1972","Fuchsia macrostigma","Onagraceae","sc"
"1973","Fuchsia magdalenae","Onagraceae","sc"
"1974","Fuchsia magellanica","Onagraceae","sc"
"1975","Fuchsia microphylla","Onagraceae","sc"
"1976","Fuchsia nigricans","Onagraceae","sc"
"1977","Fuchsia obconica","Onagraceae","si"
"1978","Fuchsia pachyrrhiza","Onagraceae","sc"
"1979","Fuchsia paniculata","Onagraceae","sc"
"1980","Fuchsia parviflora","Onagraceae","si"
"1983","Fuchsia pilaloensis","Onagraceae","sc"
"1984","Fuchsia procumbens","Onagraceae","sc"
"1985","Fuchsia regia","Onagraceae","na"
"1986","Fuchsia splendens","Onagraceae","sc"
"1987","Fuchsia thymifolia","Onagraceae","sc"
"1988","Fuchsia triphylla","Onagraceae","sc"
"1989","Fuchsia vargasiana","Onagraceae","sc"
"1990","Fuchsia verrucosa","Onagraceae","sc"
"1991","Fumana juniperina","Cistaceae","sc"
"1992","Fumana thymifolia","Cistaceae","sc"
"1993","Furcraea parmentieri","Asparagaceae","si"
"1994","Gaillardia pulchella","Asteraceae","si"
"1995","Galactia canescens","Fabaceae","sc"
"1997","Galactia dubia","Fabaceae","sc"
"2000","Galactia elliptifoliola","Fabaceae","sc"
"2001","Galactia glaucescens","Fabaceae","sc"
"2002","Galactia jussiaeana","Fabaceae","sc"
"2003","Galactia latisiliqua","Fabaceae","sc"
"2004","Galactia longifolia","Fabaceae","sc"
"2005","Galactia spiciformis","Fabaceae","sc"
"2006","Galactia striata","Fabaceae","sc"
"2008","Galactia tenuiflora","Fabaceae","sc"
"2009","Galactia texana","Fabaceae","sc"
"2010","Galax urceolata","Diapensiaceae","si"
"2011","Galinsoga parviflora","Asteraceae","sc"
"2012","Galinsoga quadriradiata","Asteraceae","sc"
"2013","Galium boreale","Rubiaceae","si"
"2014","Galium palustre","Rubiaceae","si"
"2015","Galium uliginosum","Rubiaceae","si"
"2017","Gamochaeta spiciformis","Asteraceae","sc"
"2018","Garnotia stricta","Poaceae","sc"
"2019","Gastrodia clausa","Orchidaceae","sc"
"2020","Gastrodia flexistyloides","Orchidaceae","sc"
"2021","Gastrodia kuroshimensis","Orchidaceae","sc"
"2022","Gastrodia takeshimensis","Orchidaceae","sc"
"2023","Gaultheria eriophylla","Ericaceae","sc"
"2025","Gaultheria serrata","Ericaceae","sc"
"2026","Gaylussacia amoena","Ericaceae","si"
"2027","Gayophytum diffusum","Onagraceae","sc"
"2028","Gayophytum eriospermum","Onagraceae","sc"
"2029","Gayophytum heterozygum","Onagraceae","sc"
"2030","Gayophytum humile","Onagraceae","sc"
"2031","Gazania lichtensteinii","Asteraceae","si"
"2032","Gazania tenuifolia","Asteraceae","sc"
"2033","Gelasine coerulea","Iridaceae","si"
"2034","Genista monspessulana","Fabaceae","sc"
"2035","Genlisea violacea","Lentibulariaceae","sc"
"2036","Gennaria diphylla","Orchidaceae","sc"
"2037","Gentiana nipponica","Gentianaceae","sc"
"2038","Gentiana nivalis","Gentianaceae","sc"
"2039","Gentianopsis barbata","Gentianaceae","sc"
"2040","Gentianopsis contorta","Gentianaceae","sc"
"2041","Gentianopsis grandis","Gentianaceae","sc"
"2042","Gentianopsis paludosa","Gentianaceae","sc"
"2043","Geococcus pusillus","Brassicaceae","sc"
"2044","Geoffroea decorticans","Fabaceae","si"
"2045","Geraea canescens","Asteraceae","si"
"2046","Geraea viscida","Asteraceae","si"
"2047","Geranium brasiliense","Geraniaceae","si"
"2048","Geranium carolinianum","Geraniaceae","sc"
"2049","Geranium erianthum","Geraniaceae","si"
"2050","Geranium pratense","Geraniaceae","sc"
"2051","Geranium robertianum","Geraniaceae","sc"
"2052","Gerbera jamesonii","Asteraceae","si"
"2054","Gesneria pauciflora","Gesneriaceae","sc"
"2055","Geum montanum","Rosaceae","si"
"2057","Geum reptans","Rosaceae","si"
"2059","Geum rivale","Rosaceae","sc"
"2063","Gilia achilleifolia","Polemoniaceae","sc"
"2064","Gingidia enysii","Apiaceae","na"
"2065","Gladiolus gueinzii","Iridaceae","sc"
"2066","Glebionis carinata","Asteraceae","si"
"2067","Glebionis coronaria","Asteraceae","si"
"2069","Glebionis segetum","Asteraceae","sc"
"2070","Glechoma hederacea","Lamiaceae","sc"
"2071","Gleditsia triacanthos","Fabaceae","si"
"2072","Glehnia littoralis","Apiaceae","sc"
"2073","Gliricidia sepium","Fabaceae","si"
"2076","Gloriosa superba","Colchicaceae","sc"
"2077","Glycine albicans","Fabaceae","sc"
"2078","Glycine argyrea","Fabaceae","sc"
"2079","Glycine clandestina","Fabaceae","sc"
"2080","Glycine falcata","Fabaceae","sc"
"2081","Glycine max","Fabaceae","sc"
"2084","Glycine tabacina","Fabaceae","sc"
"2085","Glycine tomentella","Fabaceae","sc"
"2087","Gmelina arborea","Lamiaceae","si"
"2089","Gnephosis tenuissima","Asteraceae","sc"
"2090","Goetzea elegans","Solanaceae","si"
"2091","Gomesa bifolia","Orchidaceae","si"
"2092","Gomesa cornigera","Orchidaceae","si"
"2093","Gomesa flexuosa","Orchidaceae","si"
"2094","Gomesa imperatoris-maximiliani","Orchidaceae","si"
"2095","Gomesa longicornu","Orchidaceae","si"
"2096","Gomesa ranifera","Orchidaceae","si"
"2097","Gomesa riograndensis","Orchidaceae","sc"
"2098","Gomesa varicosa","Orchidaceae","sc"
"2099","Gongylocarpus fruticulosus","Onagraceae","si"
"2100","Gorteria diffusa","Asteraceae","si"
"2101","Gossypium hirsutum","Malvaceae","sc"
"2103","Gouania polygama","Rhamnaceae","na"
"2104","Grandiphyllum divaricatum","Orchidaceae","si"
"2105","Grevillea caleyi","Proteaceae","si"
"2106","Grevillea longifolia","Proteaceae","si"
"2107","Grevillea macleayana","Proteaceae","sc"
"2108","Grindelia ciliata","Asteraceae","sc"
"2109","Grindelia covasii","Asteraceae","si"
"2110","Grindelia hirsutula","Asteraceae","si"
"2113","Gronovia scandens","Loasaceae","sc"
"2114","Guaiacum officinale","Zygophyllaceae","na"
"2115","Guaiacum sanctum","Zygophyllaceae","sc"
"2116","Guarea kunthiana","Meliaceae","si"
"2117","Guazuma ulmifolia","Malvaceae","si"
"2118","Guettarda divaricata","Rubiaceae","na"
"2119","Guettarda speciosa","Rubiaceae","si"
"2120","Guibourtia chodatiana","Fabaceae","si"
"2121","Guzmania monostachia","Bromeliaceae","sc"
"2122","Gymnarrhena micrantha","Asteraceae","sc"
"2123","Gymnocladus assamicus","Fabaceae","sc"
"2124","Gymnocladus chinensis","Fabaceae","na"
"2125","Habenaria davidii","Orchidaceae","sc"
"2126","Habenaria fordii","Orchidaceae","sc"
"2127","Habenaria limprichtii","Orchidaceae","si"
"2128","Habenaria petelotii","Orchidaceae","si"
"2129","Habenaria repens","Orchidaceae","na"
"2130","Habenaria rhodocheila","Orchidaceae","sc"
"2131","Habranthus gracilifolius","Amaryllidaceae","si"
"2132","Hakea nitida","Proteaceae","sc"
"2133","Halenia elliptica","Gentianaceae","sc"
"2134","Haloxylon ammodendron","Amaranthaceae","na"
"2136","Handeliodendron bodinieri","Sapindaceae","si"
"2137","Handroanthus chrysotrichus","Bignoniaceae","sc"
"2138","Handroanthus heptaphyllus","Bignoniaceae","na"
"2139","Handroanthus impetiginosus","Bignoniaceae","si"
"2140","Handroanthus ochraceus","Bignoniaceae","na"
"2141","Handroanthus serratifolius","Bignoniaceae","si"
"2142","Haplopappus paucidentatus","Asteraceae","sc"
"2143","Haplostachys haplostachya","Lamiaceae","sc"
"2144","Hardenbergia comptoniana","Fabaceae","si"
"2145","Harmonia hallii","Asteraceae","si"
"2146","Harmonia nutans","Asteraceae","si"
"2147","Harrisia portoricensis","Cactaceae","si"
"2148","Haumania danckelmaniana","Marantaceae","si"
"2149","Hauya elegans","Onagraceae","si"
"2151","Hedyosmum brasiliense","Chloranthaceae","si"
"2152","Hedysarum boreale","Fabaceae","na"
"2153","Hedysarum hedysaroides","Fabaceae","si"
"2154","Hedysarum sulphurescens","Fabaceae","si"
"2155","Hegnera obcordata","Fabaceae","sc"
"2156","Helenium virginicum","Asteraceae","si"
"2157","Helianthemum nummularium","Cistaceae","sc"
"2159","Helianthemum pannosum","Cistaceae","na"
"2160","Helianthus agrestis","Asteraceae","sc"
"2161","Helianthus angustifolius","Asteraceae","si"
"2163","Helianthus annuus","Asteraceae","na"
"2165","Helianthus anomalus","Asteraceae","si"
"2166","Helianthus argophyllus","Asteraceae","si"
"2167","Helianthus arizonensis","Asteraceae","si"
"2168","Helianthus atrorubens","Asteraceae","si"
"2169","Helianthus bolanderi","Asteraceae","si"
"2170","Helianthus californicus","Asteraceae","si"
"2171","Helianthus carnosus","Asteraceae","si"
"2172","Helianthus ciliaris","Asteraceae","si"
"2173","Helianthus cusickii","Asteraceae","si"
"2174","Helianthus debilis","Asteraceae","si"
"2175","Helianthus decapetalus","Asteraceae","si"
"2177","Helianthus deserticola","Asteraceae","si"
"2178","Helianthus divaricatus","Asteraceae","si"
"2179","Helianthus eggertii","Asteraceae","si"
"2180","Helianthus exilis","Asteraceae","sc"
"2181","Helianthus floridanus","Asteraceae","si"
"2182","Helianthus giganteus","Asteraceae","si"
"2184","Helianthus glaucophyllus","Asteraceae","si"
"2185","Helianthus grosseserratus","Asteraceae","si"
"2186","Helianthus heterophyllus","Asteraceae","si"
"2188","Helianthus hirsutus","Asteraceae","si"
"2189","Helianthus laciniatus","Asteraceae","si"
"2190","Helianthus laevigatus","Asteraceae","si"
"2191","Helianthus longifolius","Asteraceae","si"
"2192","Helianthus maximiliani","Asteraceae","si"
"2193","Helianthus microcephalus","Asteraceae","si"
"2194","Helianthus mollis","Asteraceae","si"
"2196","Helianthus neglectus","Asteraceae","si"
"2197","Helianthus niveus","Asteraceae","si"
"2198","Helianthus nuttallii","Asteraceae","si"
"2199","Helianthus occidentalis","Asteraceae","si"
"2200","Helianthus paradoxus","Asteraceae","si"
"2201","Helianthus pauciflorus","Asteraceae","si"
"2202","Helianthus petiolaris","Asteraceae","si"
"2203","Helianthus praecox","Asteraceae","si"
"2204","Helianthus pumilus","Asteraceae","si"
"2205","Helianthus radula","Asteraceae","si"
"2206","Helianthus resinosus","Asteraceae","si"
"2207","Helianthus salicifolius","Asteraceae","si"
"2208","Helianthus schweinitzii","Asteraceae","si"
"2209","Helianthus silphioides","Asteraceae","si"
"2210","Helianthus simulans","Asteraceae","si"
"2211","Helianthus smithii","Asteraceae","si"
"2212","Helianthus strumosus","Asteraceae","si"
"2213","Helianthus tuberosus","Asteraceae","si"
"2215","Helianthus verticillatus","Asteraceae","si"
"2216","Helichrysum bracteatum","Asteraceae","si"
"2217","Heliconia angusta","Heliconiaceae","sc"
"2218","Heliconia tortuosa","Heliconiaceae","sc"
"2219","Helicteres brevispira","Malvaceae","sc"
"2220","Helicteres guazumifolia","Malvaceae","na"
"2221","Helicteres isora","Malvaceae","sc"
"2222","Heliomeris longifolia","Asteraceae","si"
"2223","Heliomeris multiflora","Asteraceae","si"
"2224","Heliophila coronopifolia","Brassicaceae","sc"
"2225","Heliopsis annua","Asteraceae","si"
"2226","Heliopsis helianthoides","Asteraceae","si"
"2227","Heliopsis parvifolia","Asteraceae","si"
"2228","Heliopsis rubra","Asteraceae","si"
"2229","Heliotropium angiospermum","Boraginaceae","si"
"2230","Helminthotheca echioides","Asteraceae","si"
"2231","Hemiandra pungens","Lamiaceae","sc"
"2232","Hemizonella minima","Asteraceae","sc"
"2233","Herbertia darwinii","Iridaceae","si"
"2234","Herbertia pulchella","Iridaceae","si"
"2235","Herbertia quareimana","Iridaceae","si"
"2236","Hesperis matronalis","Brassicaceae","sc"
"2237","Hesperis tristis","Brassicaceae","si"
"2238","Hesperozygis myrtoides","Lamiaceae","si"
"2239","Heterotheca subaxillaris","Asteraceae","si"
"2241","Hevea brasiliensis","Euphorbiaceae","si"
"2242","Hibiscus laevis","Malvaceae","sc"
"2243","Hibiscus moscheutos","Malvaceae","si"
"2244","Hibiscus trionum","Malvaceae","sc"
"2246","Hieracium alpinum","Asteraceae","na"
"2251","Hieracium antarcticum","Asteraceae","sc"
"2252","Hieracium umbellatum","Asteraceae","si"
"2253","Hierochloe odorata","Poaceae","sc"
"2254","Hierochloe repens","Poaceae","sc"
"2255","Himatanthus obovatus","Apocynaceae","sc"
"2256","Hippocrepis areolata","Fabaceae","sc"
"2258","Hippocrepis biflora","Fabaceae","sc"
"2259","Hippocrepis ciliata","Fabaceae","sc"
"2260","Hippocrepis multisiliquosa","Fabaceae","sc"
"2261","Hippocrepis unisiliquosa","Fabaceae","sc"
"2263","Hirschfeldia incana","Brassicaceae","si"
"2264","Hirtella glandulosa","Chrysobalanaceae","si"
"2265","Holocarpha heermannii","Asteraceae","si"
"2266","Holocarpha macradenia","Asteraceae","si"
"2267","Holocarpha obconica","Asteraceae","si"
"2268","Holocarpha virgata","Asteraceae","si"
"2269","Holozonia filipes","Asteraceae","si"
"2270","Hopea odorata","Dipterocarpaceae","si"
"2271","Hordeum jubatum","Poaceae","sc"
"2272","Hordeum spontaneum","Poaceae","si"
"2273","Hordeum vulgare","Poaceae","sc"
"2274","Hormathophylla spinosa","Brassicaceae","si"
"2275","Hornungia alpina","Brassicaceae","sc"
"2276","Hornungia petraea","Brassicaceae","sc"
"2277","Hortia brasiliana","Rutaceae","si"
"2278","Hulsea algida","Asteraceae","si"
"2279","Hulsea brevifolia","Asteraceae","si"
"2280","Hulsea californica","Asteraceae","si"
"2281","Hulsea heterochroma","Asteraceae","si"
"2282","Hulsea mexicana","Asteraceae","si"
"2283","Hulsea nana","Asteraceae","si"
"2284","Hulsea vestita","Asteraceae","si"
"2285","Hydrocotyle bonariensis","Araliaceae","sc"
"2286","Hydrophyllum appendiculatum","Boraginaceae","sc"
"2287","Hymenaea courbaril","Fabaceae","si"
"2288","Hymenaea stigonocarpa","Fabaceae","na"
"2290","Hyoscyamus albus","Solanaceae","sc"
"2291","Hyoscyamus muticus","Solanaceae","sc"
"2292","Hyoscyamus niger","Solanaceae","sc"
"2293","Hyparrhenia rufa","Poaceae","na"
"2294","Hypecoum erectum","Papaveraceae","sc"
